province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,religious_affiliation,count
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,ALL AGES,266,MUSLIM,264
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,41,MUSLIM,41
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,05-09,33,MUSLIM,33
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,10-14,22,MUSLIM,22
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,15-24,35,MUSLIM,35
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,25-34,45,MUSLIM,45
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,35-44,43,MUSLIM,43
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,45-54,19,MUSLIM,18
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,55-64,19,MUSLIM,18
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,65-74,6,MUSLIM,6
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,3,MUSLIM,3
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,ALL AGES,266,NON-MUSLIM,2
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,41,NON-MUSLIM,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,05-09,33,NON-MUSLIM,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,10-14,22,NON-MUSLIM,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,15-24,35,NON-MUSLIM,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,25-34,45,NON-MUSLIM,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,35-44,43,NON-MUSLIM,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,45-54,19,NON-MUSLIM,1
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,55-64,19,NON-MUSLIM,1
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,65-74,6,NON-MUSLIM,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,3,NON-MUSLIM,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,ALL AGES,169,MUSLIM,167
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,BELOW 5 YEARS,23,MUSLIM,23
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,05-09,11,MUSLIM,11
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,10-14,11,MUSLIM,11
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,15-24,24,MUSLIM,24
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,25-34,29,MUSLIM,29
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,35-44,34,MUSLIM,34
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,45-54,16,MUSLIM,15
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,55-64,14,MUSLIM,13
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,65-74,5,MUSLIM,5
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,75 AND ABOVE,2,MUSLIM,2
