province_name,district_code,district_name,area_name,area_type,gender,household_head_relationship,age_group,count
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,TOTAL,ALL AGES,3460004
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,HEAD,ALL AGES,516440
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,SPOUSE,ALL AGES,435324
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,ALL AGES,1573612
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,ALL AGES,146879
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,ALL AGES,295058
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,ALL AGES,86283
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,ALL AGES,129189
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,OTHER RELATIVE,ALL AGES,214097
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,NON-RELATIVE,ALL AGES,63122
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,TOTAL,00 - 04,435178
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,HEAD,00 - 04,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,SPOUSE,00 - 04,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,00 - 04,238691
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,00 - 04,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,00 - 04,142314
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,00 - 04,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,00 - 04,2190
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,OTHER RELATIVE,00 - 04,46713
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,NON-RELATIVE,00 - 04,5270
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,TOTAL,05 - 09,452809
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,HEAD,05 - 09,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,SPOUSE,05 - 09,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,05 - 09,315756
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,05 - 09,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,05 - 09,87967
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,05 - 09,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,05 - 09,4758
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,OTHER RELATIVE,05 - 09,38758
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,NON-RELATIVE,05 - 09,5570
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,TOTAL,10 - 14,406366
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,HEAD,10 - 14,176
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,SPOUSE,10 - 14,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,10 - 14,324741
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,10 - 14,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,10 - 14,39494
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,10 - 14,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,10 - 14,10633
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,OTHER RELATIVE,10 - 14,24720
