province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,1300662,33.75,ILLITERATE,861749
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,10 - 14,260179,48.79,ILLITERATE,133227
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,15 - 19,189529,44.34,ILLITERATE,105490
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,20 - 24,146028,38.64,ILLITERATE,89605
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,25 - 29,135379,32.43,ILLITERATE,91479
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,30 - 34,117393,29.14,ILLITERATE,83187
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,35 - 39,112188,27.03,ILLITERATE,81863
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,40 - 44,78438,24.81,ILLITERATE,58975
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,45 - 49,66397,20.51,ILLITERATE,52777
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,50 - 54,52633,19.26,ILLITERATE,42495
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,55 - 59,37044,17.28,ILLITERATE,30644
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,60 - 64,32686,15.18,ILLITERATE,27725
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,65 - 69,27902,13.03,ILLITERATE,24266
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,70 - 74,18992,11.64,ILLITERATE,16781
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,25874,10.2,ILLITERATE,23235
