province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,marital_status,count
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,ALL AGES,25,NEVER MARRIED,18
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,8,NEVER MARRIED,8
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,05-09,7,NEVER MARRIED,7
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,10-14,1,NEVER MARRIED,1
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,15-24,2,NEVER MARRIED,2
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,25-34,5,NEVER MARRIED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,35-44,2,NEVER MARRIED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,45-54,0,NEVER MARRIED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,55-64,0,NEVER MARRIED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,65-74,0,NEVER MARRIED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,0,NEVER MARRIED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,ALL AGES,25,MARRIED,7
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,8,MARRIED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,05-09,7,MARRIED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,10-14,1,MARRIED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,15-24,2,MARRIED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,25-34,5,MARRIED,5
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,35-44,2,MARRIED,2
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,45-54,0,MARRIED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,55-64,0,MARRIED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,65-74,0,MARRIED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,0,MARRIED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,ALL AGES,25,WIDOWED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,8,WIDOWED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,05-09,7,WIDOWED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,10-14,1,WIDOWED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,15-24,2,WIDOWED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,25-34,5,WIDOWED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,35-44,2,WIDOWED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,45-54,0,WIDOWED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,55-64,0,WIDOWED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,65-74,0,WIDOWED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,0,WIDOWED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,ALL AGES,25,DIVORCED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,8,DIVORCED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,05-09,7,DIVORCED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,10-14,1,DIVORCED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,15-24,2,DIVORCED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,25-34,5,DIVORCED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,35-44,2,DIVORCED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,45-54,0,DIVORCED,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,55-64,0,DIVORCED,0
