province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,84542,28,ILLITERATE,60870
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,10 - 14,22782,34.99,ILLITERATE,14810
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,15 - 19,15036,31.66,ILLITERATE,10275
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,20 - 24,9746,28.74,ILLITERATE,6945
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,25 - 29,9215,26.59,ILLITERATE,6765
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,30 - 34,6204,26.71,ILLITERATE,4547
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,35 - 39,5032,23.49,ILLITERATE,3850
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,40 - 44,3764,18.38,ILLITERATE,3072
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,45 - 49,3202,18.52,ILLITERATE,2609
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,50 - 54,2557,17.56,ILLITERATE,2108
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,55 - 59,1957,17.78,ILLITERATE,1609
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,60 - 64,1638,15.38,ILLITERATE,1386
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,65 - 69,1453,17.41,ILLITERATE,1200
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,70 - 74,883,14.5,ILLITERATE,755
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,1073,12.49,ILLITERATE,939
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,84542,28,TOTAL LITERATE,23672
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,10 - 14,22782,34.99,TOTAL LITERATE,7972
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,15 - 19,15036,31.66,TOTAL LITERATE,4761
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,20 - 24,9746,28.74,TOTAL LITERATE,2801
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,25 - 29,9215,26.59,TOTAL LITERATE,2450
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,30 - 34,6204,26.71,TOTAL LITERATE,1657
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,35 - 39,5032,23.49,TOTAL LITERATE,1182
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,40 - 44,3764,18.38,TOTAL LITERATE,692
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,45 - 49,3202,18.52,TOTAL LITERATE,593
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,50 - 54,2557,17.56,TOTAL LITERATE,449
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,55 - 59,1957,17.78,TOTAL LITERATE,348
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,60 - 64,1638,15.38,TOTAL LITERATE,252
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,65 - 69,1453,17.41,TOTAL LITERATE,253
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,70 - 74,883,14.5,TOTAL LITERATE,128
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,1073,12.49,TOTAL LITERATE,134
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,84542,28,FORMAL LITERATE,21495
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,10 - 14,22782,34.99,FORMAL LITERATE,7631
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,15 - 19,15036,31.66,FORMAL LITERATE,4411
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,20 - 24,9746,28.74,FORMAL LITERATE,2537
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,25 - 29,9215,26.59,FORMAL LITERATE,2154
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,30 - 34,6204,26.71,FORMAL LITERATE,1466
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,35 - 39,5032,23.49,FORMAL LITERATE,1022
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,40 - 44,3764,18.38,FORMAL LITERATE,602
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,45 - 49,3202,18.52,FORMAL LITERATE,486
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,50 - 54,2557,17.56,FORMAL LITERATE,352
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,55 - 59,1957,17.78,FORMAL LITERATE,277
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,60 - 64,1638,15.38,FORMAL LITERATE,203
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,65 - 69,1453,17.41,FORMAL LITERATE,180
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,70 - 74,883,14.5,FORMAL LITERATE,87
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,1073,12.49,FORMAL LITERATE,87
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,84542,28,INFORMAL LITERATE,2177
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,10 - 14,22782,34.99,INFORMAL LITERATE,341
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,15 - 19,15036,31.66,INFORMAL LITERATE,350
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,20 - 24,9746,28.74,INFORMAL LITERATE,264
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,25 - 29,9215,26.59,INFORMAL LITERATE,296
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,30 - 34,6204,26.71,INFORMAL LITERATE,191
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,35 - 39,5032,23.49,INFORMAL LITERATE,160
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,40 - 44,3764,18.38,INFORMAL LITERATE,90
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,ALL SEXES,45 - 49,3202,18.52,INFORMAL LITERATE,107
