province_name,district_code,district_name,area_name,locality_size,locality_count,gender,total_population
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,TOTAL,171,ALL SEXES,1514502
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,TOTAL,171,MALE,810796
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,TOTAL,171,FEMALE,703564
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,TOTAL,171,TRANSGENDER,142
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,"5,000 AND ABOVE",118,ALL SEXES,1340514
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,"5,000 AND ABOVE",118,MALE,720274
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,"5,000 AND ABOVE",118,FEMALE,620124
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,"5,000 AND ABOVE",118,TRANSGENDER,116
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,"2,000 - 4,999",43,ALL SEXES,163823
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,"2,000 - 4,999",43,MALE,85203
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,"2,000 - 4,999",43,FEMALE,78594
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,"2,000 - 4,999",43,TRANSGENDER,26
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,"1,000 - 1,999",3,ALL SEXES,5385
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,"1,000 - 1,999",3,MALE,2758
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,"1,000 - 1,999",3,FEMALE,2627
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,"1,000 - 1,999",3,TRANSGENDER,0
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,500 - 999,6,ALL SEXES,4391
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,500 - 999,6,MALE,2356
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,500 - 999,6,FEMALE,2035
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,500 - 999,6,TRANSGENDER,0
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,200 - 499,1,ALL SEXES,389
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,200 - 499,1,MALE,205
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,200 - 499,1,FEMALE,184
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,200 - 499,1,TRANSGENDER,0
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,LESS THAN 200,-,ALL SEXES,0
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,LESS THAN 200,-,MALE,0
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,LESS THAN 200,-,FEMALE,0
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,LESS THAN 200,-,TRANSGENDER,0
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,UN-INHABITED,-,ALL SEXES,0
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,UN-INHABITED,-,MALE,0
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,UN-INHABITED,-,FEMALE,0
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,UN-INHABITED,-,TRANSGENDER,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,TOTAL,19,ALL SEXES,327492
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,TOTAL,19,MALE,180400
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,TOTAL,19,FEMALE,147078
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,TOTAL,19,TRANSGENDER,14
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,"5,000 AND ABOVE",18,ALL SEXES,322916
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,"5,000 AND ABOVE",18,MALE,177940
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,"5,000 AND ABOVE",18,FEMALE,144962
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,"5,000 AND ABOVE",18,TRANSGENDER,14
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,"2,000 - 4,999",1,ALL SEXES,4576
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,"2,000 - 4,999",1,MALE,2460
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,"2,000 - 4,999",1,FEMALE,2116
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,"2,000 - 4,999",1,TRANSGENDER,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,"1,000 - 1,999",-,ALL SEXES,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,"1,000 - 1,999",-,MALE,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,"1,000 - 1,999",-,FEMALE,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,"1,000 - 1,999",-,TRANSGENDER,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,500 - 999,-,ALL SEXES,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,500 - 999,-,MALE,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,500 - 999,-,FEMALE,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,500 - 999,-,TRANSGENDER,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,200 - 499,-,ALL SEXES,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,200 - 499,-,MALE,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,200 - 499,-,FEMALE,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,200 - 499,-,TRANSGENDER,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,LESS THAN 200,-,ALL SEXES,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,LESS THAN 200,-,MALE,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,LESS THAN 200,-,FEMALE,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,LESS THAN 200,-,TRANSGENDER,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,UN-INHABITED,-,ALL SEXES,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,UN-INHABITED,-,MALE,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,UN-INHABITED,-,FEMALE,0
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,UN-INHABITED,-,TRANSGENDER,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,TOTAL,23,ALL SEXES,298045
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,TOTAL,23,MALE,165279
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,TOTAL,23,FEMALE,132753
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,TOTAL,23,TRANSGENDER,13
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,"5,000 AND ABOVE",22,ALL SEXES,297247
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,"5,000 AND ABOVE",22,MALE,164842
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,"5,000 AND ABOVE",22,FEMALE,132392
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,"5,000 AND ABOVE",22,TRANSGENDER,13
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,"2,000 - 4,999",-,ALL SEXES,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,"2,000 - 4,999",-,MALE,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,"2,000 - 4,999",-,FEMALE,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,"2,000 - 4,999",-,TRANSGENDER,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,"1,000 - 1,999",-,ALL SEXES,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,"1,000 - 1,999",-,MALE,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,"1,000 - 1,999",-,FEMALE,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,"1,000 - 1,999",-,TRANSGENDER,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,500 - 999,1,ALL SEXES,798
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,500 - 999,1,MALE,437
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,500 - 999,1,FEMALE,361
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,500 - 999,1,TRANSGENDER,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,200 - 499,-,ALL SEXES,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,200 - 499,-,MALE,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,200 - 499,-,FEMALE,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,200 - 499,-,TRANSGENDER,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,LESS THAN 200,-,ALL SEXES,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,LESS THAN 200,-,MALE,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,LESS THAN 200,-,FEMALE,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,LESS THAN 200,-,TRANSGENDER,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,UN-INHABITED,-,ALL SEXES,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,UN-INHABITED,-,MALE,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,UN-INHABITED,-,FEMALE,0
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,UN-INHABITED,-,TRANSGENDER,0
SINDH,099,THARPARKAR DISTRICT,DIPLO TALUKA,TOTAL,26,ALL SEXES,135729
SINDH,099,THARPARKAR DISTRICT,DIPLO TALUKA,TOTAL,26,MALE,70873
SINDH,099,THARPARKAR DISTRICT,DIPLO TALUKA,TOTAL,26,FEMALE,64833
SINDH,099,THARPARKAR DISTRICT,DIPLO TALUKA,TOTAL,26,TRANSGENDER,23
SINDH,099,THARPARKAR DISTRICT,DIPLO TALUKA,"5,000 AND ABOVE",10,ALL SEXES,76987
SINDH,099,THARPARKAR DISTRICT,DIPLO TALUKA,"5,000 AND ABOVE",10,MALE,40378
SINDH,099,THARPARKAR DISTRICT,DIPLO TALUKA,"5,000 AND ABOVE",10,FEMALE,36592
SINDH,099,THARPARKAR DISTRICT,DIPLO TALUKA,"5,000 AND ABOVE",10,TRANSGENDER,17
