province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,2515951,60.77,ILLITERATE,987067
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,10 - 14,416156,84.62,ILLITERATE,64024
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,15 - 19,369579,79.3,ILLITERATE,76512
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,20 - 24,332440,72,ILLITERATE,93079
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,25 - 29,270380,63.39,ILLITERATE,98976
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,30 - 34,236962,56.92,ILLITERATE,102073
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,35 - 39,198805,52.05,ILLITERATE,95326
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,40 - 44,160568,46.16,ILLITERATE,86456
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,45 - 49,130210,38.26,ILLITERATE,80395
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,50 - 54,117663,34.2,ILLITERATE,77419
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,55 - 59,81974,31.87,ILLITERATE,55850
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,60 - 64,68265,27.31,ILLITERATE,49623
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,65 - 69,46358,22.01,ILLITERATE,36155
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,70 - 74,39034,19.58,ILLITERATE,31391
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,47557,16.34,ILLITERATE,39788
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,2515951,60.77,TOTAL LITERATE,1528884
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,10 - 14,416156,84.62,TOTAL LITERATE,352132
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,15 - 19,369579,79.3,TOTAL LITERATE,293067
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,20 - 24,332440,72,TOTAL LITERATE,239361
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,25 - 29,270380,63.39,TOTAL LITERATE,171404
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,30 - 34,236962,56.92,TOTAL LITERATE,134889
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,35 - 39,198805,52.05,TOTAL LITERATE,103479
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,40 - 44,160568,46.16,TOTAL LITERATE,74112
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,45 - 49,130210,38.26,TOTAL LITERATE,49815
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,50 - 54,117663,34.2,TOTAL LITERATE,40244
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,55 - 59,81974,31.87,TOTAL LITERATE,26124
