province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,103499,40.93,ILLITERATE,61134
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,10 - 14,21773,53.98,ILLITERATE,10020
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,15 - 19,16634,50.11,ILLITERATE,8298
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,20 - 24,12311,43.51,ILLITERATE,6955
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,25 - 29,11605,38.85,ILLITERATE,7096
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,30 - 34,9413,36.74,ILLITERATE,5955
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,35 - 39,7940,35.2,ILLITERATE,5145
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,40 - 44,6115,33.21,ILLITERATE,4084
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,45 - 49,4732,28.63,ILLITERATE,3377
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,50 - 54,3716,24.38,ILLITERATE,2810
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,55 - 59,2896,22.82,ILLITERATE,2235
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,60 - 64,2296,21.65,ILLITERATE,1799
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,65 - 69,1665,17.96,ILLITERATE,1366
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,70 - 74,1111,17.46,ILLITERATE,917
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,1292,16.64,ILLITERATE,1077
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,103499,40.93,TOTAL LITERATE,42365
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,10 - 14,21773,53.98,TOTAL LITERATE,11753
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,15 - 19,16634,50.11,TOTAL LITERATE,8336
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,20 - 24,12311,43.51,TOTAL LITERATE,5356
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,25 - 29,11605,38.85,TOTAL LITERATE,4509
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,30 - 34,9413,36.74,TOTAL LITERATE,3458
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,35 - 39,7940,35.2,TOTAL LITERATE,2795
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,40 - 44,6115,33.21,TOTAL LITERATE,2031
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,45 - 49,4732,28.63,TOTAL LITERATE,1355
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,50 - 54,3716,24.38,TOTAL LITERATE,906
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,55 - 59,2896,22.82,TOTAL LITERATE,661
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,60 - 64,2296,21.65,TOTAL LITERATE,497
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,65 - 69,1665,17.96,TOTAL LITERATE,299
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,70 - 74,1111,17.46,TOTAL LITERATE,194
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,1292,16.64,TOTAL LITERATE,215
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,103499,40.93,FORMAL LITERATE,41314
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,10 - 14,21773,53.98,FORMAL LITERATE,11627
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,15 - 19,16634,50.11,FORMAL LITERATE,8236
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,20 - 24,12311,43.51,FORMAL LITERATE,5219
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,25 - 29,11605,38.85,FORMAL LITERATE,4373
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,30 - 34,9413,36.74,FORMAL LITERATE,3331
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,35 - 39,7940,35.2,FORMAL LITERATE,2688
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,40 - 44,6115,33.21,FORMAL LITERATE,1948
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,45 - 49,4732,28.63,FORMAL LITERATE,1305
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,50 - 54,3716,24.38,FORMAL LITERATE,861
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,55 - 59,2896,22.82,FORMAL LITERATE,623
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,60 - 64,2296,21.65,FORMAL LITERATE,464
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,65 - 69,1665,17.96,FORMAL LITERATE,270
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,70 - 74,1111,17.46,FORMAL LITERATE,175
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,1292,16.64,FORMAL LITERATE,194
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,103499,40.93,INFORMAL LITERATE,1051
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,10 - 14,21773,53.98,INFORMAL LITERATE,126
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,15 - 19,16634,50.11,INFORMAL LITERATE,100
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,20 - 24,12311,43.51,INFORMAL LITERATE,137
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,25 - 29,11605,38.85,INFORMAL LITERATE,136
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,30 - 34,9413,36.74,INFORMAL LITERATE,127
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,35 - 39,7940,35.2,INFORMAL LITERATE,107
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,40 - 44,6115,33.21,INFORMAL LITERATE,83
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,45 - 49,4732,28.63,INFORMAL LITERATE,50
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,50 - 54,3716,24.38,INFORMAL LITERATE,45
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,ALL SEXES,55 - 59,2896,22.82,INFORMAL LITERATE,38
