province_name,district_code,district_name,area_name,area_type,marital_status,household_head_relationship,gender,count
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,TOTAL,HEAD,ALL SEXES,24398
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,TOTAL,HEAD,MALE,23035
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,TOTAL,HEAD,FEMALE,1363
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,TOTAL,HEAD,TRANSGENDER,NA
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,TOTAL,SPOUSE,ALL SEXES,22156
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,TOTAL,SPOUSE,MALE,300
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,TOTAL,SPOUSE,FEMALE,21856
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,TOTAL,SPOUSE,TRANSGENDER,NA
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,TOTAL,SON/DAUGHTER,ALL SEXES,21572
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,TOTAL,SON/DAUGHTER,MALE,12228
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,TOTAL,SON/DAUGHTER,FEMALE,9344
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,TOTAL,SON/DAUGHTER,TRANSGENDER,NA
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,TOTAL,DAUGHTER/SON IN LAW,ALL SEXES,2412
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,TOTAL,DAUGHTER/SON IN LAW,MALE,338
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,TOTAL,DAUGHTER/SON IN LAW,FEMALE,2074
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,TOTAL,DAUGHTER/SON IN LAW,TRANSGENDER,NA
