province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,religious_affiliation,count
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,ALL AGES,2,MUSLIM,2
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,BELOW 5 YEARS,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,05-09,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,10-14,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,15-24,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,25-34,1,MUSLIM,1
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,35-44,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,45-54,1,MUSLIM,1
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,55-64,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,65-74,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,75 AND ABOVE,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,ALL AGES,2,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,BELOW 5 YEARS,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,05-09,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,10-14,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,15-24,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,25-34,1,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,35-44,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,45-54,1,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,55-64,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,65-74,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,ALL SEXES,75 AND ABOVE,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,ALL AGES,2,MUSLIM,2
FATA,038,FR TANK,FR TANK,TOTAL,MALE,BELOW 5 YEARS,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,05-09,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,10-14,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,15-24,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,25-34,1,MUSLIM,1
FATA,038,FR TANK,FR TANK,TOTAL,MALE,35-44,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,45-54,1,MUSLIM,1
FATA,038,FR TANK,FR TANK,TOTAL,MALE,55-64,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,65-74,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,75 AND ABOVE,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,ALL AGES,2,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,BELOW 5 YEARS,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,05-09,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,10-14,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,15-24,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,25-34,1,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,35-44,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,45-54,1,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,55-64,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,65-74,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,MALE,75 AND ABOVE,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,ALL AGES,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,BELOW 5 YEARS,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,05-09,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,10-14,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,15-24,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,25-34,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,35-44,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,45-54,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,55-64,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,65-74,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,75 AND ABOVE,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,ALL AGES,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,BELOW 5 YEARS,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,05-09,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,10-14,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,15-24,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,25-34,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,35-44,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,45-54,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,55-64,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,65-74,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,FEMALE,75 AND ABOVE,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,ALL AGES,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,BELOW 5 YEARS,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,05-09,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,10-14,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,15-24,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,25-34,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,35-44,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,45-54,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,55-64,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,65-74,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,75 AND ABOVE,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,ALL AGES,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,BELOW 5 YEARS,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,05-09,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,10-14,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,15-24,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,25-34,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,35-44,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,45-54,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,55-64,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,65-74,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,TOTAL,TRANSGENDER,75 AND ABOVE,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,ALL AGES,2,MUSLIM,2
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,BELOW 5 YEARS,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,05-09,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,10-14,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,15-24,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,25-34,1,MUSLIM,1
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,35-44,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,45-54,1,MUSLIM,1
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,55-64,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,65-74,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,75 AND ABOVE,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,ALL AGES,2,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,BELOW 5 YEARS,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,05-09,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,10-14,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,15-24,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,25-34,1,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,35-44,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,45-54,1,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,55-64,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,65-74,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,ALL SEXES,75 AND ABOVE,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,ALL AGES,2,MUSLIM,2
FATA,038,FR TANK,FR TANK,RURAL,MALE,BELOW 5 YEARS,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,05-09,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,10-14,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,15-24,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,25-34,1,MUSLIM,1
FATA,038,FR TANK,FR TANK,RURAL,MALE,35-44,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,45-54,1,MUSLIM,1
FATA,038,FR TANK,FR TANK,RURAL,MALE,55-64,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,65-74,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,75 AND ABOVE,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,ALL AGES,2,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,BELOW 5 YEARS,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,05-09,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,10-14,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,15-24,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,25-34,1,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,35-44,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,45-54,1,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,55-64,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,65-74,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,MALE,75 AND ABOVE,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,FEMALE,ALL AGES,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,FEMALE,BELOW 5 YEARS,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,FEMALE,05-09,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,FEMALE,10-14,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,FEMALE,15-24,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,FEMALE,25-34,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,FEMALE,35-44,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,FEMALE,45-54,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,FEMALE,55-64,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,FEMALE,65-74,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,FEMALE,75 AND ABOVE,0,MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,FEMALE,ALL AGES,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,FEMALE,BELOW 5 YEARS,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,FEMALE,05-09,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,FEMALE,10-14,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,FEMALE,15-24,0,NON-MUSLIM,0
FATA,038,FR TANK,FR TANK,RURAL,FEMALE,25-34,0,NON-MUSLIM,0
