province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,1967,1333089,677857,655196,36,103.46,677.73,22.05,6.08,880666,2.2
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,RURAL,,1039104,522592,516494,18,101.18,,,6.05,722762,1.93
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,URBAN,,293985,155265,138702,18,111.94,,,6.2,157904,3.32
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,TOTAL,1438,982837,502980,479821,36,104.83,683.47,25,6,628766,2.37
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,RURAL,,737167,372331,364818,18,102.06,,,5.96,502487,2.03
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD TEHSIL,URBAN,,245670,130649,115003,18,113.6,,,6.12,126279,3.56
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,HAVELIAN TEHSIL,TOTAL,529,350252,174877,175375,,99.72,662.1,13.79,6.34,251900,1.75
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,HAVELIAN TEHSIL,RURAL,,301937,150261,151676,,99.07,,,6.3,220275,1.67
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,HAVELIAN TEHSIL,URBAN,,48315,24616,23699,,103.87,,,6.6,31625,2.25
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,6857,1886378,938650,947597,131,99.06,275.1,26.02,6.09,1274935,2.08
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,,1395470,688077,707315,78,97.28,,,6.08,1003843,1.75
