province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,708913,59.29,ILLITERATE,288566
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT DISTRICT,TOTAL,ALL SEXES,10 - 14,121317,78.08,ILLITERATE,26594
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT DISTRICT,TOTAL,ALL SEXES,15 - 19,110104,73.62,ILLITERATE,29040
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT DISTRICT,TOTAL,ALL SEXES,20 - 24,91510,66.36,ILLITERATE,30783
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT DISTRICT,TOTAL,ALL SEXES,25 - 29,78377,58.78,ILLITERATE,32307
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT DISTRICT,TOTAL,ALL SEXES,30 - 34,63487,57.2,ILLITERATE,27171
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT DISTRICT,TOTAL,ALL SEXES,35 - 39,50945,53.28,ILLITERATE,23803
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT DISTRICT,TOTAL,ALL SEXES,40 - 44,42403,47.05,ILLITERATE,22453
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT DISTRICT,TOTAL,ALL SEXES,45 - 49,34017,40.97,ILLITERATE,20081
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT DISTRICT,TOTAL,ALL SEXES,50 - 54,30884,37.22,ILLITERATE,19390
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT DISTRICT,TOTAL,ALL SEXES,55 - 59,23922,36.93,ILLITERATE,15088
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT DISTRICT,TOTAL,ALL SEXES,60 - 64,21151,33.54,ILLITERATE,14056
