province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literate_over_ten_count
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,ALL AGES,12,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,BELOW 5 YEARS,5,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,05-09,2,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,10-14,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,15-24,2,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,25-34,1,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,35-44,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,45-54,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,55-64,2,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,65-74,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,75 AND ABOVE,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,MALE,ALL AGES,8,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,MALE,BELOW 5 YEARS,4,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,MALE,05-09,2,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,MALE,10-14,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,MALE,15-24,1,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,MALE,25-34,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,MALE,35-44,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,MALE,45-54,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,MALE,55-64,1,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,MALE,65-74,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,MALE,75 AND ABOVE,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,FEMALE,ALL AGES,4,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,FEMALE,BELOW 5 YEARS,1,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,FEMALE,05-09,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,FEMALE,10-14,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,FEMALE,15-24,1,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,FEMALE,25-34,1,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,FEMALE,35-44,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,FEMALE,45-54,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,FEMALE,55-64,1,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,FEMALE,65-74,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,FEMALE,75 AND ABOVE,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,TRANSGENDER,ALL AGES,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,TRANSGENDER,BELOW 5 YEARS,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,TRANSGENDER,05-09,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,TRANSGENDER,10-14,0,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,TRANSGENDER,15-24,0,0
