province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
BALOCHISTAN,116,KACHHI DISTRICT,MACH SUB-TEHSIL,MACH MC,"10,000 - 24,999",14488,1.47,7.6,ALL SEXES,19140
BALOCHISTAN,116,KACHHI DISTRICT,MACH SUB-TEHSIL,MACH MC,"10,000 - 24,999",14488,1.47,7.6,MALE,10363
BALOCHISTAN,116,KACHHI DISTRICT,MACH SUB-TEHSIL,MACH MC,"10,000 - 24,999",14488,1.47,7.6,FEMALE,8777
BALOCHISTAN,116,KACHHI DISTRICT,MACH SUB-TEHSIL,MACH MC,"10,000 - 24,999",14488,1.47,7.6,TRANSGENDER,0
BALOCHISTAN,116,KACHHI DISTRICT,BHAG TEHSIL,BHAG MC,"10,000 - 24,999",12181,1.64,6.53,ALL SEXES,16600
BALOCHISTAN,116,KACHHI DISTRICT,BHAG TEHSIL,BHAG MC,"10,000 - 24,999",12181,1.64,6.53,MALE,8529
BALOCHISTAN,116,KACHHI DISTRICT,BHAG TEHSIL,BHAG MC,"10,000 - 24,999",12181,1.64,6.53,FEMALE,8068
BALOCHISTAN,116,KACHHI DISTRICT,BHAG TEHSIL,BHAG MC,"10,000 - 24,999",12181,1.64,6.53,TRANSGENDER,3
BALOCHISTAN,116,KACHHI DISTRICT,DHADAR TEHSIL,DHADAR MC,"10,000 - 24,999",12818,0.91,8.1,ALL SEXES,15240
BALOCHISTAN,116,KACHHI DISTRICT,DHADAR TEHSIL,DHADAR MC,"10,000 - 24,999",12818,0.91,8.1,MALE,7938
BALOCHISTAN,116,KACHHI DISTRICT,DHADAR TEHSIL,DHADAR MC,"10,000 - 24,999",12818,0.91,8.1,FEMALE,7302
BALOCHISTAN,116,KACHHI DISTRICT,DHADAR TEHSIL,DHADAR MC,"10,000 - 24,999",12818,0.91,8.1,TRANSGENDER,0
