province_name,district_code,district_name,area_name,area_type,gender,religious_affiliation,count
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,ALL SEXES,TOTAL,1625477
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,ALL SEXES,MUSLIM,1624391
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,ALL SEXES,CHRISTIAN,542
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,ALL SEXES,HINDU,72
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,ALL SEXES,AHMADI,388
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,ALL SEXES,SCHEDULED CASTES,16
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,ALL SEXES,OTHERS,68
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,MALE,TOTAL,815828
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,MALE,MUSLIM,815248
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,MALE,CHRISTIAN,284
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,MALE,HINDU,44
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,MALE,AHMADI,206
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,MALE,SCHEDULED CASTES,11
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,MALE,OTHERS,35
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,FEMALE,TOTAL,809550
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,FEMALE,MUSLIM,809045
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,FEMALE,CHRISTIAN,258
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,FEMALE,HINDU,28
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,FEMALE,AHMADI,181
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,FEMALE,SCHEDULED CASTES,5
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,FEMALE,OTHERS,33
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,TRANSGENDER,TOTAL,99
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,TRANSGENDER,MUSLIM,98
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,TRANSGENDER,CHRISTIAN,0
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,TRANSGENDER,HINDU,0
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,TRANSGENDER,AHMADI,1
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,TRANSGENDER,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,TRANSGENDER,OTHERS,0
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,ALL SEXES,TOTAL,1349513
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,ALL SEXES,MUSLIM,1348746
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,ALL SEXES,CHRISTIAN,346
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,ALL SEXES,HINDU,45
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,ALL SEXES,AHMADI,351
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,ALL SEXES,SCHEDULED CASTES,14
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,ALL SEXES,OTHERS,11
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,MALE,TOTAL,679142
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,MALE,MUSLIM,678723
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,MALE,CHRISTIAN,187
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,MALE,HINDU,28
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,MALE,AHMADI,186
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,MALE,SCHEDULED CASTES,11
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,MALE,OTHERS,7
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,FEMALE,TOTAL,670297
