province_name,district_code,district_name,area_name,area_type,marital_status,household_head_relationship,gender,count
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,HEAD,ALL SEXES,332332
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,HEAD,MALE,288309
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,HEAD,FEMALE,43972
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,HEAD,TRANSGENDER,51
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,SPOUSE,ALL SEXES,270414
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,SPOUSE,MALE,18789
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,SPOUSE,FEMALE,251625
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,SPOUSE,TRANSGENDER,NA
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,SON/DAUGHTER,ALL SEXES,381130
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,SON/DAUGHTER,MALE,238416
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,SON/DAUGHTER,FEMALE,142687
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,SON/DAUGHTER,TRANSGENDER,27
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,DAUGHTER/SON IN LAW,ALL SEXES,76283
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,DAUGHTER/SON IN LAW,MALE,2857
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,DAUGHTER/SON IN LAW,FEMALE,73426
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,DAUGHTER/SON IN LAW,TRANSGENDER,NA
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,ALL SEXES,12555
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,MALE,6711
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,FEMALE,5841
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,TRANSGENDER,3
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,FATHER/MOTHER,ALL SEXES,44885
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,FATHER/MOTHER,MALE,12730
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,FATHER/MOTHER,FEMALE,32155
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,FATHER/MOTHER,TRANSGENDER,NA
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,BROTHER/SISTER,ALL SEXES,63837
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,BROTHER/SISTER,MALE,42495
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,BROTHER/SISTER,FEMALE,21324
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,BROTHER/SISTER,TRANSGENDER,18
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,OTHER RELATIVE,ALL SEXES,63892
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,OTHER RELATIVE,MALE,26322
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,OTHER RELATIVE,FEMALE,37470
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,OTHER RELATIVE,TRANSGENDER,100
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,NON-RELATIVE,ALL SEXES,79587
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,NON-RELATIVE,MALE,63071
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,NON-RELATIVE,FEMALE,16435
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,TOTAL,NON-RELATIVE,TRANSGENDER,81
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,NEVER MARRIED,HEAD,ALL SEXES,18815
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,NEVER MARRIED,HEAD,MALE,16714
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,NEVER MARRIED,HEAD,FEMALE,2050
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,NEVER MARRIED,HEAD,TRANSGENDER,51
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,NEVER MARRIED,SPOUSE,ALL SEXES,NA
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,NEVER MARRIED,SPOUSE,MALE,NA
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,NEVER MARRIED,SPOUSE,FEMALE,NA
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,NEVER MARRIED,SPOUSE,TRANSGENDER,NA
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,NEVER MARRIED,SON/DAUGHTER,ALL SEXES,298044
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,NEVER MARRIED,SON/DAUGHTER,MALE,166418
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,NEVER MARRIED,SON/DAUGHTER,FEMALE,131599
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,NEVER MARRIED,SON/DAUGHTER,TRANSGENDER,27
