province_name,district_code,district_name,area_name,area_type,gender_type,total_by_gender,percent_by_gender,housing_type,total_by_housing_type,percent_by_housing_type,count
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,ALL SEXES,2003368,0,REGULAR,332145,98.87,1946752
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,ALL SEXES,2003368,0,INSTITUTIONAL,3615,1.08,56371
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,ALL SEXES,2003368,0,HOMELESS,182,0.05,245
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,ALL SEXES,2003368,0,TOTAL,335942,NA,2003368
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,MALE,1052328,52.53,REGULAR,332145,98.87,1010648
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,MALE,1052328,52.53,INSTITUTIONAL,3615,1.08,41470
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,MALE,1052328,52.53,HOMELESS,182,0.05,210
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,MALE,1052328,52.53,TOTAL,335942,NA,1052328
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,FEMALE,950760,47.46,REGULAR,332145,98.87,935858
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,FEMALE,950760,47.46,INSTITUTIONAL,3615,1.08,14868
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,FEMALE,950760,47.46,HOMELESS,182,0.05,34
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,FEMALE,950760,47.46,TOTAL,335942,NA,950760
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,TRANSGENDER,280,0.01,REGULAR,332145,98.87,246
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,TRANSGENDER,280,0.01,INSTITUTIONAL,3615,1.08,33
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,TRANSGENDER,280,0.01,HOMELESS,182,0.05,1
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,TRANSGENDER,280,0.01,TOTAL,335942,NA,280
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,RURAL,ALL SEXES,994365,0,REGULAR,164450,99.12,976715
