province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,religious_affiliation,count
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,ALL AGES,245,MUSLIM,222
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,BELOW 5 YEARS,17,MUSLIM,11
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,05-09,14,MUSLIM,13
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,10-14,6,MUSLIM,5
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,15-24,42,MUSLIM,40
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,25-34,72,MUSLIM,64
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,35-44,51,MUSLIM,48
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,45-54,33,MUSLIM,32
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,55-64,5,MUSLIM,4
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,65-74,2,MUSLIM,2
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,75 AND ABOVE,3,MUSLIM,3
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,ALL AGES,245,NON-MUSLIM,23
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,BELOW 5 YEARS,17,NON-MUSLIM,6
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,05-09,14,NON-MUSLIM,1
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,10-14,6,NON-MUSLIM,1
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,15-24,42,NON-MUSLIM,2
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,25-34,72,NON-MUSLIM,8
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,35-44,51,NON-MUSLIM,3
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,45-54,33,NON-MUSLIM,1
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,55-64,5,NON-MUSLIM,1
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,65-74,2,NON-MUSLIM,0
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,ALL SEXES,75 AND ABOVE,3,NON-MUSLIM,0
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,MALE,ALL AGES,210,MUSLIM,196
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,MALE,BELOW 5 YEARS,10,MUSLIM,7
