province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,work_status,count
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,ALL AGES,2,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,BELOW 5 YEARS,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,05-09,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,10-14,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,15-24,2,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,25-34,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,35-44,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,45-54,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,55-64,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,65-74,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,75 AND ABOVE,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,ALL AGES,2,OTHER,1
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,BELOW 5 YEARS,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,05-09,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,10-14,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,15-24,2,OTHER,1
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,25-34,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,35-44,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,45-54,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,55-64,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,65-74,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,ALL SEXES,75 AND ABOVE,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,ALL AGES,2,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,BELOW 5 YEARS,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,05-09,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,10-14,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,15-24,2,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,25-34,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,35-44,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,45-54,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,55-64,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,65-74,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,75 AND ABOVE,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,ALL AGES,2,OTHER,1
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,BELOW 5 YEARS,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,05-09,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,10-14,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,15-24,2,OTHER,1
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,25-34,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,35-44,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,45-54,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,55-64,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,65-74,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,MALE,75 AND ABOVE,0,OTHER,0
FATA,033,FR BANNU,FR BANNU,TOTAL,FEMALE,ALL AGES,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,FEMALE,BELOW 5 YEARS,0,WORKING,0
FATA,033,FR BANNU,FR BANNU,TOTAL,FEMALE,05-09,0,WORKING,0
