province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
FATA,033,FR BANNU,FR BANNU,TOTAL,1 PERSON,1,23,0.56,2.26,79,455,11.1,11
FATA,033,FR BANNU,FR BANNU,TOTAL,2 PERSONS,1,177,4.32,2.47,79,455,11.1,47
FATA,033,FR BANNU,FR BANNU,TOTAL,3 PERSONS,1,196,4.78,2.88,79,455,11.1,32
FATA,033,FR BANNU,FR BANNU,TOTAL,4 PERSONS,1,268,6.54,2.82,79,455,11.1,51
FATA,033,FR BANNU,FR BANNU,TOTAL,5 PERSONS,1,299,7.29,3.07,79,455,11.1,41
FATA,033,FR BANNU,FR BANNU,TOTAL,6 PERSONS,1,378,9.22,3.24,79,455,11.1,48
FATA,033,FR BANNU,FR BANNU,TOTAL,7 PERSONS,1,392,9.56,3.43,79,455,11.1,41
FATA,033,FR BANNU,FR BANNU,TOTAL,8 PERSONS,1,362,8.83,3.58,79,455,11.1,31
FATA,033,FR BANNU,FR BANNU,TOTAL,9 PERSONS,1,351,8.56,3.89,79,455,11.1,33
FATA,033,FR BANNU,FR BANNU,TOTAL,10 PERSONS AND ABOVE,1,0,0,0,79,455,11.1,0
FATA,033,FR BANNU,FR BANNU,TOTAL,1 PERSON,2,23,0.56,2.26,191,650,15.86,4
FATA,033,FR BANNU,FR BANNU,TOTAL,2 PERSONS,2,177,4.32,2.47,191,650,15.86,72
FATA,033,FR BANNU,FR BANNU,TOTAL,3 PERSONS,2,196,4.78,2.88,191,650,15.86,65
FATA,033,FR BANNU,FR BANNU,TOTAL,4 PERSONS,2,268,6.54,2.82,191,650,15.86,80
FATA,033,FR BANNU,FR BANNU,TOTAL,5 PERSONS,2,299,7.29,3.07,191,650,15.86,87
FATA,033,FR BANNU,FR BANNU,TOTAL,6 PERSONS,2,378,9.22,3.24,191,650,15.86,82
FATA,033,FR BANNU,FR BANNU,TOTAL,7 PERSONS,2,392,9.56,3.43,191,650,15.86,76
FATA,033,FR BANNU,FR BANNU,TOTAL,8 PERSONS,2,362,8.83,3.58,191,650,15.86,58
FATA,033,FR BANNU,FR BANNU,TOTAL,9 PERSONS,2,351,8.56,3.89,191,650,15.86,47
