province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,religious_affiliation,count
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,ALL AGES,254,MUSLIM,253
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,8,MUSLIM,8
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,05-09,12,MUSLIM,12
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,10-14,7,MUSLIM,7
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,15-24,54,MUSLIM,54
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,25-34,71,MUSLIM,71
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,35-44,41,MUSLIM,40
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,45-54,27,MUSLIM,27
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,55-64,20,MUSLIM,20
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,65-74,6,MUSLIM,6
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,8,MUSLIM,8
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,ALL AGES,254,NON-MUSLIM,1
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,8,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,05-09,12,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,10-14,7,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,15-24,54,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,25-34,71,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,35-44,41,NON-MUSLIM,1
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,45-54,27,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,55-64,20,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,65-74,6,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,8,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,ALL AGES,221,MUSLIM,220
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,BELOW 5 YEARS,6,MUSLIM,6
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,05-09,8,MUSLIM,8
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,10-14,5,MUSLIM,5
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,15-24,50,MUSLIM,50
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,25-34,68,MUSLIM,68
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,35-44,38,MUSLIM,37
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,45-54,21,MUSLIM,21
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,55-64,19,MUSLIM,19
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,65-74,3,MUSLIM,3
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,75 AND ABOVE,3,MUSLIM,3
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,ALL AGES,221,NON-MUSLIM,1
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,BELOW 5 YEARS,6,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,05-09,8,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,10-14,5,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,15-24,50,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,25-34,68,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,35-44,38,NON-MUSLIM,1
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,45-54,21,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,55-64,19,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,65-74,3,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,MALE,75 AND ABOVE,3,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,ALL AGES,33,MUSLIM,33
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,BELOW 5 YEARS,2,MUSLIM,2
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,05-09,4,MUSLIM,4
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,10-14,2,MUSLIM,2
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,15-24,4,MUSLIM,4
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,25-34,3,MUSLIM,3
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,35-44,3,MUSLIM,3
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,45-54,6,MUSLIM,6
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,55-64,1,MUSLIM,1
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,65-74,3,MUSLIM,3
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,75 AND ABOVE,5,MUSLIM,5
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,ALL AGES,33,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,BELOW 5 YEARS,2,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,05-09,4,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,10-14,2,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,15-24,4,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,25-34,3,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,35-44,3,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,45-54,6,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,55-64,1,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,65-74,3,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,FEMALE,75 AND ABOVE,5,NON-MUSLIM,0
SINDH,075,JACOBABAD DISTRICT,JACOBABAD DISTRICT,TOTAL,TRANSGENDER,ALL AGES,0,MUSLIM,0
