province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,work_status,count
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,ALL SEXES,ALL AGES,572,WORKING,118
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,98,WORKING,0
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,ALL SEXES,05-09,103,WORKING,0
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,ALL SEXES,10-14,77,WORKING,11
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,ALL SEXES,15-24,104,WORKING,30
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,ALL SEXES,25-34,89,WORKING,40
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,ALL SEXES,35-44,40,WORKING,19
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,ALL SEXES,45-54,26,WORKING,2
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,ALL SEXES,55-64,22,WORKING,10
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,ALL SEXES,65-74,11,WORKING,6
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,2,WORKING,0
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,ALL SEXES,ALL AGES,572,OTHER,82
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,98,OTHER,0
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,ALL SEXES,05-09,103,OTHER,0
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,ALL SEXES,10-14,77,OTHER,22
PUNJAB,044,KHUSHAB DISTRICT,KHUSHAB DISTRICT,TOTAL,ALL SEXES,15-24,104,OTHER,19
